DATE_TIME,PLANT_ID,SOURCE_KEY,DC_POWER,AC_POWER,DAILY_YIELD,TOTAL_YIELD
2020-05-15 06:00:00,4136001,4UPUqMRk7TRMgml,15.406666666666665,14.86,0.79999999999999993,2429011.8000000003
2020-05-15 06:15:00,4136001,4UPUqMRk7TRMgml,27.433333333333334,26.493333333333336,6.1333333333333329,2429017.1333333333
2020-05-15 06:30:00,4136001,81aHJ1q11NBPMrL,55.378571428571433,53.614285714285714,14.428571428571427,1215278750.4285715
2020-05-15 06:45:00,4136001,4UPUqMRk7TRMgml,158.01333333333335,154.48666666666668,39.466666666666669,2429050.4666666668
2020-05-15 07:00:00,4136001,81aHJ1q11NBPMrL,292.15999999999997,286.89333333333332,91.866666666666674,1215278827.8666668
2020-05-15 07:15:00,4136001,4UPUqMRk7TRMgml,393.55999999999989,386.71999999999997,185.8666666666667,2429196.8666666667
2020-05-15 07:30:00,4136001,4UPUqMRk7TRMgml,473.86666666666673,464.88666666666666,293.4666666666667,2429304.4666666668
2020-05-15 07:45:00,4136001,4UPUqMRk7TRMgml,564.08571428571429,552.82857142857131,419.64285714285717,2429430.6428571432
2020-05-15 08:00:00,4136001,9kRcWv60rDACzjR,568.5333333333333,557.16,551.80000000000007,2247720128.7999997
2020-05-15 08:15:00,4136001,81aHJ1q11NBPMrL,611.64,599.27999999999986,658.33333333333326,1215279394.333333
2020-05-15 08:30:00,4136001,4UPUqMRk7TRMgml,757.0866666666667,741.22666666666669,884.40000000000009,2429895.4
2020-05-15 08:45:00,4136001,4UPUqMRk7TRMgml,840.75333333333333,822.75333333333344,1080.8666666666668,2430091.8666666667
2020-05-15 09:00:00,4136001,4UPUqMRk7TRMgml,883.82666666666671,864.72,1291,2430302
2020-05-15 09:15:00,4136001,81aHJ1q11NBPMrL,875.11333333333334,856.26,1395.3999999999999,1215280131.3999999
2020-05-15 09:30:00,4136001,81aHJ1q11NBPMrL,885.1133333,876.27,1602.0666666666666,1215280338.0666664
2020-05-15 09:45:00,4136001,9kRcWv60rDACzjR,1048.18,1024.633333,1970.933333,2247721548
2020-05-15 10:00:00,4136001,4UPUqMRk7TRMgml,881.5266667,869.2466667,2169.5333333333333,2431180.5333333327
2020-05-15 10:15:00,4136001,IQ2d7wF4YD8zU1Q,1191.5,1161.72,2564.2666666666669,19944090.266666666
2020-05-15 10:30:00,4136001,9kRcWv60rDACzjR,1186.926666666667,1157.26,2785.9333333333334,2247722362.9333334
2020-05-15 10:45:00,4136001,IQ2d7wF4YD8zU1Q,1273.2857142857142,1241.4642857142858,3158.4285714285716,19944684.428571429
2020-05-15 11:00:00,4136001,9kRcWv60rDACzjR,1254.76,1223.3866666666665,3390.9333333333329,2247722967.9333339
2020-05-15 11:15:00,4136001,9kRcWv60rDACzjR,1257.9857142857143,1226.5285714285712,3691,2247723268
2020-05-15 11:30:00,4136001,9kRcWv60rDACzjR,1273.5933333333335,1241.7666666666667,3991.4,2247723568.4
2020-05-15 11:45:00,4136001,IQ2d7wF4YD8zU1Q,1283.5933333333335,1251.4933333333331,4432.666666666667,19945958.666666664
2020-05-15 12:00:00,4136001,IQ2d7wF4YD8zU1Q,1288.3785714285714,1256.1642857142856,4738.3571428571422,19946264.357142854
2020-05-15 12:15:00,4136001,9kRcWv60rDACzjR,1259.7933333333331,1228.2933333333335,4918.9999999999991,2247724495.9999995
2020-05-15 12:30:00,4136001,IQ2d7wF4YD8zU1Q,1304.0133333333333,1271.3933333333334,5374.0666666666666,19946900.066666666
2020-05-15 12:45:00,4136001,IQ2d7wF4YD8zU1Q,1331.9666666666669,1298.6733333333334,5694.5333333333328,19947220.533333339
2020-05-15 13:00:00,4136001,9kRcWv60rDACzjR,1201.3266666666666,1171.4533333333338,5811.5999999999995,2247725388.6
2020-05-15 13:15:00,4136001,9kRcWv60rDACzjR,1188.9799999999998,1159.8733333333332,6105.1333333333323,2247725682.1333337
2020-05-15 13:30:00,4136001,9kRcWv60rDACzjR,1176.1866666666665,1147.1733333333334,6399.4,2247725976.4
2020-05-15 13:45:00,4136001,9kRcWv60rDACzjR,1174.1499999999999,1145.1214285714284,6679.1428571428578,2247726256.1428571
2020-05-15 14:00:00,4136001,IQ2d7wF4YD8zU1Q,1205.4666666666667,1175.3266666666666,7232.9333333333334,19948758.933333334
2020-05-15 14:15:00,4136001,IQ2d7wF4YD8zU1Q,1202.7266666666665,1172.7466666666664,7528.1333333333332,19949054.133333333
2020-05-15 14:30:00,4136001,9kRcWv60rDACzjR,932.44666666666672,911.94666666666672,7498.4000000000005,2247727075.4
2020-05-15 14:45:00,4136001,9kRcWv60rDACzjR,978.22666666666657,956.59333333333336,7724.8,2247727301.7999997
2020-05-15 15:00:00,4136001,9kRcWv60rDACzjR,932.52857142857147,912.12857142857138,7955.9285714285716,2247727532.9285717
2020-05-15 15:15:00,4136001,4UPUqMRk7TRMgml,898.30666666666673,878.78666666666663,3059.0666666666662,2432070.0666666669
2020-05-15 15:30:00,4136001,4UPUqMRk7TRMgml,665.74666666666667,652.11999999999989,3252.6666666666665,2432263.6666666665
2020-05-15 15:45:00,4136001,4UPUqMRk7TRMgml,765.35,749.27857142857135,3419.6428571428573,2432430.6428571427
2020-05-15 16:00:00,4136001,4UPUqMRk7TRMgml,690.64,676.3933333333332,3597.4000000000005,2432608.4
2020-05-15 16:15:00,4136001,4UPUqMRk7TRMgml,502.8533333333333,492.9933333333334,3745.2666666666669,2432756.2666666675
2020-05-15 16:30:00,4136001,4UPUqMRk7TRMgml,444.77333333333331,436.53999999999996,3859.9333333333334,2432870.9333333336
2020-05-15 16:45:00,4136001,9kRcWv60rDACzjR,447.89333333333337,439.56666666666661,9026.7333333333336,2247728603.7333331
2020-05-15 17:00:00,4136001,Et9kgGMDl729KT4,282.89285714285717,277.62857142857149,4038.4285714285711,1708288.4285714286
2020-05-15 17:15:00,4136001,4UPUqMRk7TRMgml,197.6,193.72142857142856,4131.7857142857147,2433142.7857142859
2020-05-15 17:30:00,4136001,81aHJ1q11NBPMrL,97.813333333333333,95.166666666666643,3184.2666666666664,1215281920.2666667
2020-05-15 17:45:00,4136001,4UPUqMRk7TRMgml,39.506666666666661,38.193333333333328,4185.4666666666662,2433196.4666666663
2020-05-15 18:00:00,4136001,4UPUqMRk7TRMgml,25.186666666666667,24.313333333333333,4193.333333333333,2433204.3333333335
2020-05-15 18:15:00,4136001,4UPUqMRk7TRMgml,15.313333333333334,14.78,4198.3333333333339,2433209.333333333
2020-05-15 18:30:00,4136001,81aHJ1q11NBPMrL,2.5999999999999992,2.5,3213.9285714285711,1215281949.9285715
2020-05-16 06:00:00,4136001,4UPUqMRk7TRMgml,15.692857142857141,15.142857142857142,0.7857142857142857,2433212.7857142859
2020-05-16 06:15:00,4136001,4UPUqMRk7TRMgml,48.36,46.779999999999994,8,2433220
2020-05-16 06:30:00,4136001,4UPUqMRk7TRMgml,89.166666666666671,86.56,24.333333333333336,2433236.3333333335
2020-05-16 06:45:00,4136001,4UPUqMRk7TRMgml,131.66666666666669,128.19333333333333,51.733333333333334,2433263.7333333334
2020-05-16 07:00:00,4136001,4UPUqMRk7TRMgml,175.37142857142859,171.88571428571427,88.714285714285708,2433300.714285715
2020-05-16 07:15:00,4136001,4UPUqMRk7TRMgml,258.44666666666672,253.64666666666665,137.46666666666667,2433349.4666666668
2020-05-16 07:30:00,4136001,81aHJ1q11NBPMrL,389.71333333333331,382.93333333333334,215.6,1215282165.6
2020-05-16 07:45:00,4136001,Et9kgGMDl729KT4,347.62857142857143,341.49999999999994,294.71428571428572,1708698.7142857141
2020-05-16 08:00:00,4136001,9kRcWv60rDACzjR,556.46,545.38,425.66666666666669,2247729248.6666665
2020-05-16 08:15:00,4136001,9kRcWv60rDACzjR,626.15000000000009,613.442857142857,566.28571428571422,2247729389.2857146
2020-05-16 08:30:00,4136001,4UPUqMRk7TRMgml,728.74000000000012,713.56,750.86666666666667,2433962.8666666662
2020-05-16 08:45:00,4136001,4UPUqMRk7TRMgml,781.22,764.72666666666669,938.73333333333335,2434150.7333333339
2020-05-16 09:00:00,4136001,Et9kgGMDl729KT4,783.90666666666675,767.37333333333333,1029.5333333333333,1709433.5333333334
2020-05-16 09:15:00,4136001,9kRcWv60rDACzjR,912.21333333333325,892.36666666666656,1327.9333333333336,2247730150.9333339
2020-05-16 09:30:00,4136001,4UPUqMRk7TRMgml,996.38571428571424,974.2714285714286,1602.5000000000002,2434814.5
2020-05-16 09:45:00,4136001,Et9kgGMDl729KT4,879.05333333333328,859.78,1655.7333333333333,1710059.7333333334
2020-05-16 10:00:00,4136001,4UPUqMRk7TRMgml,865.77333333333343,846.16666666666663,2079.6,2435291.6000000006
2020-05-16 10:15:00,4136001,4UPUqMRk7TRMgml,1138.406666666667,1111.4133333333334,2323.6000000000008,2435535.5999999996
2020-05-16 10:30:00,4136001,4UPUqMRk7TRMgml,238.71333333333331,232.7466666666667,2518.666666666667,2435730.666666667
2020-05-16 10:45:00,4136001,81aHJ1q11NBPMrL,1159.8071428571427,1131.6285714285714,2904.8571428571427,1215284854.8571427
2020-05-16 11:00:00,4136001,81aHJ1q11NBPMrL,1205.3266666666666,1175.1866666666667,3191.3999999999996,1215285141.4
2020-05-16 11:15:00,4136001,81aHJ1q11NBPMrL,1213.9199999999998,1183.5666666666664,3487.6666666666674,1215285437.6666665
2020-05-16 11:30:00,4136001,9kRcWv60rDACzjR,1261.44,1229.8933333333334,3735.1333333333332,2247732558.1333337
2020-05-16 11:45:00,4136001,Et9kgGMDl729KT4,1181.1399999999999,1151.9199999999996,2973.1333333333337,1711377.1333333331
2020-05-16 12:00:00,4136001,LYwnQax7tkwH5Cb,26.93333333333333,26.459999999999997,1828,1794968920
2020-05-16 12:15:00,4136001,4UPUqMRk7TRMgml,340.26666666666671,333.46666666666658,2546.7333333333331,2435758.7333333339
2020-05-16 12:30:00,4136001,Et9kgGMDl729KT4,882.28666666666663,863.12666666666667,3685.7333333333331,1712089.7333333334
2020-05-16 12:45:00,4136001,9kRcWv60rDACzjR,707.86,693.11999999999989,5005.8000000000011,2247733828.7999997
2020-05-16 13:00:00,4136001,LlT2YUhhzqhg5Sw,907.21333333333325,887.43333333333339,5153.6,282607197.59999996
2020-05-16 13:15:00,4136001,4UPUqMRk7TRMgml,1166.5142857142857,1138.2357142857143,3440.7857142857138,2436652.7857142854
2020-05-16 13:30:00,4136001,IQ2d7wF4YD8zU1Q,1142.4666666666665,1114.6666666666667,5895.0666666666657,19957084.066666666
2020-05-16 13:45:00,4136001,4UPUqMRk7TRMgml,280.80666666666667,275.26,3903.2666666666664,2437115.2666666666
2020-05-16 14:00:00,4136001,4UPUqMRk7TRMgml,812.82666666666671,795.22666666666669,4054.2,2437266.2
2020-05-16 14:15:00,4136001,81aHJ1q11NBPMrL,146.22666666666666,143.19333333333333,3942.4000000000005,1215285892.4
2020-05-16 14:30:00,4136001,IQ2d7wF4YD8zU1Q,1183.8533333333335,1154.4199999999998,6816.5333333333347,19958005.533333335
2020-05-16 14:45:00,4136001,4UPUqMRk7TRMgml,634.52666666666664,621.54,4770.6,2437982.6000000006
2020-05-16 15:00:00,4136001,4UPUqMRk7TRMgml,662.09999999999991,648.25333333333322,4937.8666666666659,2438149.8666666662
2020-05-16 15:15:00,4136001,4UPUqMRk7TRMgml,481.66666666666669,472.59333333333336,5064.2666666666673,2438276.2666666666
2020-05-16 15:30:00,4136001,IQ2d7wF4YD8zU1Q,596.24666666666667,584.15999999999985,7449.9333333333334,19958638.933333334
2020-05-16 15:45:00,4136001,4UPUqMRk7TRMgml,492.4933333333334,483.2,5330,2438541.9999999995
2020-05-16 16:00:00,4136001,4UPUqMRk7TRMgml,341.90000000000003,335.54,5440.5999999999995,2438652.5999999996
2020-05-16 16:15:00,4136001,4UPUqMRk7TRMgml,327.23999999999995,321.58666666666664,5519.2000000000007,2438731.1999999997
2020-05-16 16:30:00,4136001,4UPUqMRk7TRMgml,171.07999999999998,167.39333333333335,5585.0666666666675,2438797.0666666664
2020-05-16 16:45:00,4136001,Quc1TzYxW2pYoWX,87.9133333333333,85.353333333333325,6315.6,329519639.6
2020-05-16 17:00:00,4136001,4UPUqMRk7TRMgml,137.20666666666668,133.99333333333328,5645.4000000000005,2438857.4
2020-05-16 17:15:00,4136001,4UPUqMRk7TRMgml,46.48,44.966666666666676,5667.333333333333,2438879.3333333335
2020-05-16 17:30:00,4136001,4UPUqMRk7TRMgml,16.06,15.493333333333332,5674.3333333333339,2438886.333333333
2020-05-16 17:45:00,4136001,4UPUqMRk7TRMgml,3.8533333333333335,3.7266666666666666,5676.8666666666668,2438888.8666666667
2020-05-16 18:00:00,4136001,9kRcWv60rDACzjR,1.6266666666666667,1.5733333333333335,7678,2247736501
2020-05-17 06:00:00,4136001,4UPUqMRk7TRMgml,4.1133333333333333,3.973333333333334,0.066666666666666666,2438889.0666666664
2020-05-17 06:15:00,4136001,4UPUqMRk7TRMgml,24.526666666666667,23.679999999999996,3.5333333333333332,2438892.5333333337
2020-05-17 06:30:00,4136001,4UPUqMRk7TRMgml,36.486666666666657,35.253333333333337,11.200000000000001,2438900.1999999997
2020-05-17 06:45:00,4136001,4UPUqMRk7TRMgml,43.785714285714285,42.328571428571429,20.428571428571427,2438909.4285714291
2020-05-17 07:00:00,4136001,9kRcWv60rDACzjR,68.653333333333322,66.533333333333346,33.266666666666666,2247736534.2666669
2020-05-17 07:15:00,4136001,81aHJ1q11NBPMrL,101.98666666666666,99.113333333333316,54.133333333333326,1215286861.1333334
2020-05-17 07:30:00,4136001,4UPUqMRk7TRMgml,192.53333333333333,188.55999999999997,89.533333333333331,2438978.5333333337
2020-05-17 07:45:00,4136001,4UPUqMRk7TRMgml,350.78000000000003,344.52,154.26666666666665,2439043.2666666661
2020-05-17 08:00:00,4136001,4UPUqMRk7TRMgml,576.48571428571415,565.11428571428564,261.42857142857139,2439150.4285714277
2020-05-17 08:15:00,4136001,Et9kgGMDl729KT4,559.1400000000001,547.9666666666667,367.93333333333334,1715254.9333333331
2020-05-17 08:30:00,4136001,81aHJ1q11NBPMrL,697.6400000000001,683.22666666666669,570.73333333333323,1215287377.7333331
2020-05-17 08:45:00,4136001,4UPUqMRk7TRMgml,671.34666666666669,657.56,738.93333333333339,2439627.933333334
2020-05-17 09:00:00,4136001,4UPUqMRk7TRMgml,749.65333333333342,733.91333333333353,910.13333333333321,2439799.1333333338
2020-05-17 09:15:00,4136001,4UPUqMRk7TRMgml,952.13571428571424,931.21428571428578,1118.0714285714287,2440007.0714285718
2020-05-17 09:30:00,4136001,4UPUqMRk7TRMgml,903.57333333333327,883.84666666666669,1345.6,2440234.6
2020-05-17 09:45:00,4136001,4UPUqMRk7TRMgml,965.79333333333329,944.45999999999992,1571.3333333333333,2440460.333333333
2020-05-17 10:00:00,4136001,4UPUqMRk7TRMgml,758.21999999999991,741.54,1798.8666666666668,2440687.8666666667
2020-05-17 10:15:00,4136001,4UPUqMRk7TRMgml,599.71999999999991,587.13999999999987,1934.0000000000002,2440823
2020-05-17 10:30:00,4136001,4UPUqMRk7TRMgml,959.51428571428573,938.32857142857142,2122.6428571428569,2441011.6428571427
2020-05-17 10:45:00,4136001,81aHJ1q11NBPMrL,861.66666666666663,842.55333333333328,2434.8666666666668,1215289241.8666666
2020-05-17 11:00:00,4136001,NgDl19wMapZy17u,994.84666666666669,972.74666666666667,2679.9333333333334,111532507.93333332
2020-05-17 11:15:00,4136001,4UPUqMRk7TRMgml,955.52666666666676,934.4466666666666,2883.8666666666668,2441772.8666666662
2020-05-17 11:30:00,4136001,9kRcWv60rDACzjR,691.88,677.59333333333336,3077.9333333333334,2247739578.9333334
2020-05-17 11:45:00,4136001,4UPUqMRk7TRMgml,675.70714285714291,661.82857142857142,3249.0714285714284,2442138.0714285714
2020-05-17 12:00:00,4136001,4UPUqMRk7TRMgml,774.85333333333335,758.54,3421.6000000000004,2442310.6
2020-05-17 12:15:00,4136001,4UPUqMRk7TRMgml,854.16666666666674,835.86666666666667,3623.3999999999996,2442512.4000000004
2020-05-17 12:30:00,4136001,81aHJ1q11NBPMrL,878.74666666666667,859.78,3298.2,1215290105.1999998
2020-05-17 12:45:00,4136001,Et9kgGMDl729KT4,892.47333333333347,873.15333333333319,1957.2666666666667,1716844.2666666666
2020-05-17 13:00:00,4136001,PeE6FRyGXUgsRhN,1014.8199999999998,992.2,4270.5333333333338,1348367164.5333335
2020-05-17 13:15:00,4136001,81aHJ1q11NBPMrL,894.30666666666673,873.89333333333343,3212.5333333333333,972232658.13333344
2020-05-17 13:30:00,4136001,4UPUqMRk7TRMgml,436.91999999999996,427.35333333333335,1597.4666666666665,1954284.666666667
2020-05-17 13:45:00,4136001,81aHJ1q11NBPMrL,326.71333333333337,319.48666666666662,4325.4666666666681,1215291132.4666669
2020-05-17 14:00:00,4136001,9kRcWv60rDACzjR,66.260000000000019,64.793333333333322,4936.4666666666662,2247741437.4666667
2020-05-17 14:15:00,4136001,9kRcWv60rDACzjR,1011.7214285714285,989.1857142857142,5074,2247741575
2020-05-17 14:30:00,4136001,4UPUqMRk7TRMgml,870.19333333333338,851.22,4942.9333333333343,2443831.9333333336
2020-05-17 14:45:00,4136001,4UPUqMRk7TRMgml,679.9466666666666,665.9133333333333,5126.5333333333338,2444015.5333333332
2020-05-17 15:00:00,4136001,4UPUqMRk7TRMgml,431.36,423.54,5263.4666666666662,2444152.4666666668
2020-05-17 15:15:00,4136001,4UPUqMRk7TRMgml,372.19333333333327,365.7999999999999,5358.4666666666662,2444247.4666666673
2020-05-17 15:30:00,4136001,4UPUqMRk7TRMgml,431.2928571428572,423.62142857142857,5455.0714285714284,2444344.0714285714
2020-05-17 15:45:00,4136001,4UPUqMRk7TRMgml,426.09333333333336,418.55333333333328,5560.333333333333,2444449.3333333335
2020-05-17 16:00:00,4136001,4UPUqMRk7TRMgml,424.83333333333331,417.22666666666663,5662.7333333333327,2444551.7333333334
2020-05-17 16:15:00,4136001,4UPUqMRk7TRMgml,654.65714285714284,641.28571428571433,5798.6428571428578,2444687.6428571427
2020-05-17 16:30:00,4136001,Et9kgGMDl729KT4,557.86,546.74,4257.2666666666673,1719144.2666666666
2020-05-17 16:45:00,4136001,4UPUqMRk7TRMgml,475.93571428571425,466.87142857142862,6090.5714285714284,2444979.5714285709
2020-05-17 17:00:00,4136001,Et9kgGMDl729KT4,135.06666666666666,131.7466666666667,4443.4666666666662,1719330.4666666666
2020-05-17 17:15:00,4136001,4UPUqMRk7TRMgml,155.77333333333334,152.22,6194.4666666666681,2445083.4666666663
2020-05-17 17:30:00,4136001,4UPUqMRk7TRMgml,235.95333333333335,231.3533333333333,6248.5333333333338,2445137.5333333341
2020-05-17 17:45:00,4136001,4UPUqMRk7TRMgml,116.55333333333334,113.46666666666665,6292,2445181
2020-05-17 18:00:00,4136001,Et9kgGMDl729KT4,93.978571428571428,91.285714285714292,4581.1428571428578,1719468.1428571425
2020-05-17 18:15:00,4136001,81aHJ1q11NBPMrL,40.28,38.973333333333336,5751.7333333333327,1215292558.7333333
2020-05-17 18:30:00,4136001,4UPUqMRk7TRMgml,7.5533333333333328,7.2866666666666653,6341.2666666666673,2445230.2666666671