DATE_TIME,PLANT_ID,SOURCE_KEY,AMBIENT_TEMPERATURE,MODULE_TEMPERATURE,IRRADIATION
2020-05-15 0:00:00,4136001,iq8k7ZNt4Mwm3w0,27.0047637,25.0607889,0
2020-05-15 0:15:00,4136001,iq8k7ZNt4Mwm3w0,26.88081143,24.42186883,0
2020-05-15 0:30:00,4136001,iq8k7ZNt4Mwm3w0,26.68205534,24.42729031,0
2020-05-15 0:45:00,4136001,iq8k7ZNt4Mwm3w0,26.5005889,24.4206776,0
2020-05-15 1:00:00,4136001,iq8k7ZNt4Mwm3w0,26.596148,25.08821041,0
2020-05-15 1:15:00,4136001,iq8k7ZNt4Mwm3w0,26.51274003,25.31796967,0
2020-05-15 1:30:00,4136001,iq8k7ZNt4Mwm3w0,26.49433897,25.21719253,0
2020-05-15 1:45:00,4136001,iq8k7ZNt4Mwm3w0,26.42041021,25.06506231,0
2020-05-15 2:00:00,4136001,iq8k7ZNt4Mwm3w0,26.40194613,24.69146937,0
2020-05-15 2:15:00,4136001,iq8k7ZNt4Mwm3w0,26.22607821,24.55948079,0
2020-05-15 2:30:00,4136001,iq8k7ZNt4Mwm3w0,26.2603992,24.48240663,0
2020-05-15 2:45:00,4136001,iq8k7ZNt4Mwm3w0,26.2978261,24.4886982,0
2020-05-15 3:00:00,4136001,iq8k7ZNt4Mwm3w0,26.3282491,24.50628962,0
2020-05-15 3:15:00,4136001,iq8k7ZNt4Mwm3w0,26.15870973,24.59519743,0
2020-05-15 3:30:00,4136001,iq8k7ZNt4Mwm3w0,26.07849933,24.80131437,0
2020-05-15 3:45:00,4136001,iq8k7ZNt4Mwm3w0,26.00130397,24.60781745,0
2020-05-15 4:00:00,4136001,iq8k7ZNt4Mwm3w0,25.6972106,24.626179,0
2020-05-15 4:15:00,4136001,iq8k7ZNt4Mwm3w0,25.62770241,24.77314507,0
2020-05-15 4:30:00,4136001,iq8k7ZNt4Mwm3w0,25.48204579,24.79669075,0
2020-05-15 4:45:00,4136001,iq8k7ZNt4Mwm3w0,25.23093169,24.43690428,0
2020-05-15 5:00:00,4136001,iq8k7ZNt4Mwm3w0,25.1175986,24.10457963,0
2020-05-15 5:15:00,4136001,iq8k7ZNt4Mwm3w0,25.0918621,23.897232,0
2020-05-15 5:30:00,4136001,iq8k7ZNt4Mwm3w0,24.91696783,23.83947131,0
2020-05-15 5:45:00,4136001,iq8k7ZNt4Mwm3w0,24.7412738,23.7866618,0.002838054505
2020-05-15 6:00:00,4136001,iq8k7ZNt4Mwm3w0,24.74278657,24.07722983,0.01296197815
2020-05-15 6:15:00,4136001,iq8k7ZNt4Mwm3w0,24.7639109,24.35618945,0.02103766872
2020-05-15 6:30:00,4136001,iq8k7ZNt4Mwm3w0,24.7863229,24.5488861,0.042435399
2020-05-15 6:45:00,4136001,iq8k7ZNt4Mwm3w0,25.0482451,25.746662,0.1034958783
2020-05-15 7:00:00,4136001,iq8k7ZNt4Mwm3w0,25.6732025,28.67470703,0.1994504837
2020-05-15 7:15:00,4136001,iq8k7ZNt4Mwm3w0,26.076818,30.72550493,0.3176650259
2020-05-15 7:30:00,4136001,iq8k7ZNt4Mwm3w0,26.42423907,32.20680357,0.3829133633
2020-05-15 7:45:00,4136001,iq8k7ZNt4Mwm3w0,27.12028752,34.59156221,0.4482866631
2020-05-15 8:00:00,4136001,iq8k7ZNt4Mwm3w0,27.67897027,35.70585637,0.4550275753
2020-05-15 8:15:00,4136001,iq8k7ZNt4Mwm3w0,27.95349233,36.78689773,0.509315263
2020-05-15 8:30:00,4136001,iq8k7ZNt4Mwm3w0,28.52621466,38.61774948,0.5709116793
2020-05-15 8:45:00,4136001,iq8k7ZNt4Mwm3w0,29.31902147,40.7380359,0.6253999813
2020-05-15 9:00:00,4136001,iq8k7ZNt4Mwm3w0,29.57204362,41.47150403,0.6542055952
2020-05-15 9:15:00,4136001,iq8k7ZNt4Mwm3w0,30.09140723,43.4653736,0.7024373413
2020-05-15 9:30:00,4136001,iq8k7ZNt4Mwm3w0,30.63865838,44.14519641,0.7566826428
2020-05-15 9:45:00,4136001,iq8k7ZNt4Mwm3w0,31.37512003,45.719524,0.799745994
2020-05-15 10:00:00,4136001,iq8k7ZNt4Mwm3w0,31.89209383,46.1311739,0.828095938
2020-05-15 10:15:00,4136001,iq8k7ZNt4Mwm3w0,32.43747986,47.14350828,0.8748338507
2020-05-15 10:30:00,4136001,iq8k7ZNt4Mwm3w0,33.07413527,48.6802898,0.9080560733
2020-05-15 10:45:00,4136001,iq8k7ZNt4Mwm3w0,33.1924701,50.24956017,0.9433527083
2020-05-15 11:00:00,4136001,iq8k7ZNt4Mwm3w0,33.46205667,51.61099133,0.9579001053
2020-05-15 11:15:00,4136001,iq8k7ZNt4Mwm3w0,34.25179517,54.8943019,0.9704477541
2020-05-15 11:30:00,4136001,iq8k7ZNt4Mwm3w0,34.65145467,56.08395293,0.987932009
2020-05-15 11:45:00,4136001,iq8k7ZNt4Mwm3w0,35.15152597,55.59379528,0.9533445176
2020-05-15 12:00:00,4136001,iq8k7ZNt4Mwm3w0,35.16610503,57.4882405,0.9469201943
2020-05-15 12:15:00,4136001,iq8k7ZNt4Mwm3w0,36.37757097,57.58858162,0.9771876234
2020-05-15 12:30:00,4136001,iq8k7ZNt4Mwm3w0,35.96635757,58.8881528,0.9562375367
2020-05-15 12:45:00,4136001,iq8k7ZNt4Mwm3w0,35.9929465,57.72948603,0.9790904167
2020-05-15 13:00:00,4136001,iq8k7ZNt4Mwm3w0,36.45858145,60.38937679,0.9264382121
2020-05-15 13:15:00,4136001,iq8k7ZNt4Mwm3w0,36.93956407,56.85950403,0.904246814
2020-05-15 13:30:00,4136001,iq8k7ZNt4Mwm3w0,36.89079345,57.14867328,0.8954739062
2020-05-15 13:45:00,4136001,iq8k7ZNt4Mwm3w0,36.61437807,52.9806112,0.8660270623
2020-05-15 14:00:00,4136001,iq8k7ZNt4Mwm3w0,36.84276607,54.8100049,0.8379443869
2020-05-15 14:15:00,4136001,iq8k7ZNt4Mwm3w0,37.3528292,53.5389466,0.82612858
2020-05-15 14:30:00,4136001,iq8k7ZNt4Mwm3w0,37.26846587,51.3589315,0.6810660217
2020-05-15 14:45:00,4136001,iq8k7ZNt4Mwm3w0,37.21659834,49.36587621,0.68664654
2020-05-15 15:00:00,4136001,iq8k7ZNt4Mwm3w0,37.11558027,50.19004317,0.653807127
2020-05-15 15:15:00,4136001,iq8k7ZNt4Mwm3w0,37.08661828,48.28441228,0.6051379079
2020-05-15 15:30:00,4136001,iq8k7ZNt4Mwm3w0,36.62616283,45.37170127,0.4486365887
2020-05-15 15:45:00,4136001,iq8k7ZNt4Mwm3w0,36.75573503,44.97519003,0.5056144153
2020-05-15 16:00:00,4136001,iq8k7ZNt4Mwm3w0,36.75465755,45.03773752,0.450463589
2020-05-15 16:15:00,4136001,iq8k7ZNt4Mwm3w0,36.59955247,41.94711027,0.3271433133
2020-05-15 16:30:00,4136001,iq8k7ZNt4Mwm3w0,36.25738223,40.56484677,0.29187837
2020-05-15 16:45:00,4136001,iq8k7ZNt4Mwm3w0,36.28795297,40.67958107,0.3002540159
2020-05-15 17:00:00,4136001,iq8k7ZNt4Mwm3w0,36.00283697,39.21984663,0.203801124
2020-05-15 17:15:00,4136001,iq8k7ZNt4Mwm3w0,35.62733759,37.13426683,0.1339985576
2020-05-15 17:30:00,4136001,iq8k7ZNt4Mwm3w0,35.2095745,35.678953,0.0668117974
2020-05-15 17:45:00,4136001,iq8k7ZNt4Mwm3w0,34.73165155,34.00562066,0.02815514897
2020-05-15 18:00:00,4136001,iq8k7ZNt4Mwm3w0,34.36776167,33.14801007,0.01789522958
2020-05-15 18:15:00,4136001,iq8k7ZNt4Mwm3w0,33.985284,32.47362655,0.01047180444
2020-05-15 18:30:00,4136001,iq8k7ZNt4Mwm3w0,33.54584963,31.70361947,0.002684917552
2020-05-15 18:45:00,4136001,iq8k7ZNt4Mwm3w0,33.09357417,31.061414,0
2020-05-15 19:00:00,4136001,iq8k7ZNt4Mwm3w0,32.57998867,30.36881917,0
2020-05-15 19:15:00,4136001,iq8k7ZNt4Mwm3w0,32.10647055,29.57026941,0
2020-05-15 19:30:00,4136001,iq8k7ZNt4Mwm3w0,31.78520907,29.3748617,0
2020-05-15 19:45:00,4136001,iq8k7ZNt4Mwm3w0,31.50534476,28.92643162,0
2020-05-15 20:00:00,4136001,iq8k7ZNt4Mwm3w0,31.4473155,28.39059037,0
2020-05-15 20:15:00,4136001,iq8k7ZNt4Mwm3w0,30.79767863,27.45114633,0
2020-05-15 20:30:00,4136001,iq8k7ZNt4Mwm3w0,30.55072879,27.47504283,0
2020-05-15 20:45:00,4136001,iq8k7ZNt4Mwm3w0,31.04741059,29.37068955,0.0001204262176
2020-05-15 21:00:00,4136001,iq8k7ZNt4Mwm3w0,30.0076782,29.1692108,0
2020-05-15 21:15:00,4136001,iq8k7ZNt4Mwm3w0,28.97958373,28.14188523,0
2020-05-15 21:30:00,4136001,iq8k7ZNt4Mwm3w0,28.42710941,27.41392779,0
2020-05-15 21:45:00,4136001,iq8k7ZNt4Mwm3w0,28.30055247,27.0304251,0
2020-05-15 22:00:00,4136001,iq8k7ZNt4Mwm3w0,28.32985817,26.92777214,0
2020-05-15 22:15:00,4136001,iq8k7ZNt4Mwm3w0,28.324165,26.87666233,0
2020-05-15 22:30:00,4136001,iq8k7ZNt4Mwm3w0,28.22888173,26.848583,0
2020-05-15 22:45:00,4136001,iq8k7ZNt4Mwm3w0,28.14552676,26.7898349,0
2020-05-15 23:00:00,4136001,iq8k7ZNt4Mwm3w0,27.70949446,26.52979493,0
2020-05-15 23:30:00,4136001,iq8k7ZNt4Mwm3w0,26.95176844,25.08119722,0
2020-05-15 23:45:00,4136001,iq8k7ZNt4Mwm3w0,26.7558319,24.81448376,0
2020-05-16 0:00:00,4136001,iq8k7ZNt4Mwm3w0,26.52780647,24.43326407,0
2020-05-16 0:15:00,4136001,iq8k7ZNt4Mwm3w0,26.68731262,24.52914207,0
2020-05-16 0:30:00,4136001,iq8k7ZNt4Mwm3w0,26.63302783,24.68845123,0
2020-05-16 0:45:00,4136001,iq8k7ZNt4Mwm3w0,26.67657573,24.88044037,0
2020-05-16 1:00:00,4136001,iq8k7ZNt4Mwm3w0,26.44045593,24.55380876,0
2020-05-16 1:15:00,4136001,iq8k7ZNt4Mwm3w0,26.193042,24.11722213,0
2020-05-16 1:30:00,4136001,iq8k7ZNt4Mwm3w0,26.0033801,23.93489221,0
2020-05-16 1:45:00,4136001,iq8k7ZNt4Mwm3w0,25.95458273,23.97419733,0
2020-05-16 2:00:00,4136001,iq8k7ZNt4Mwm3w0,25.7327081,23.78122793,0
2020-05-16 2:15:00,4136001,iq8k7ZNt4Mwm3w0,25.4155729,23.33238027,0
2020-05-16 2:30:00,4136001,iq8k7ZNt4Mwm3w0,25.19277224,22.96086503,0
2020-05-16 2:45:00,4136001,iq8k7ZNt4Mwm3w0,24.89064633,22.69464427,0
2020-05-16 3:00:00,4136001,iq8k7ZNt4Mwm3w0,24.73890787,22.36363427,0
2020-05-16 3:15:00,4136001,iq8k7ZNt4Mwm3w0,24.38789214,22.10807434,0
2020-05-16 3:30:00,4136001,iq8k7ZNt4Mwm3w0,24.3363027,21.9420616,0
2020-05-16 3:45:00,4136001,iq8k7ZNt4Mwm3w0,24.44372538,21.88146162,0
2020-05-16 4:00:00,4136001,iq8k7ZNt4Mwm3w0,24.14510303,21.844981,0
2020-05-16 4:15:00,4136001,iq8k7ZNt4Mwm3w0,23.8268431,21.78638128,0
2020-05-16 4:30:00,4136001,iq8k7ZNt4Mwm3w0,23.9267099,21.9009552,0
2020-05-16 4:45:00,4136001,iq8k7ZNt4Mwm3w0,23.85060433,21.74698587,0
2020-05-16 5:00:00,4136001,iq8k7ZNt4Mwm3w0,23.55594497,21.46942345,0
2020-05-16 5:15:00,4136001,iq8k7ZNt4Mwm3w0,23.60817267,21.29009187,0
2020-05-16 5:30:00,4136001,iq8k7ZNt4Mwm3w0,23.65812755,21.13980431,0
2020-05-16 5:45:00,4136001,iq8k7ZNt4Mwm3w0,23.7527953,21.5181203,0.001471635056
2020-05-16 6:00:00,4136001,iq8k7ZNt4Mwm3w0,24.04460457,22.218803,0.01303868672
2020-05-16 6:15:00,4136001,iq8k7ZNt4Mwm3w0,23.96737555,22.68291921,0.03518024193
2020-05-16 6:30:00,4136001,iq8k7ZNt4Mwm3w0,24.587146,23.91549477,0.06092558817
2020-05-16 6:45:00,4136001,iq8k7ZNt4Mwm3w0,25.35418586,25.45905593,0.08755691486
2020-05-16 7:00:00,4136001,iq8k7ZNt4Mwm3w0,25.97149147,27.4219574,0.1271157612
2020-05-16 7:15:00,4136001,iq8k7ZNt4Mwm3w0,26.566503,28.13256421,0.1977868686
2020-05-16 7:30:00,4136001,iq8k7ZNt4Mwm3w0,27.20900983,28.95577997,0.315163709
2020-05-16 7:45:00,4136001,iq8k7ZNt4Mwm3w0,27.76550487,34.2793511,0.3058852647
2020-05-16 8:00:00,4136001,iq8k7ZNt4Mwm3w0,28.17533934,37.61465024,0.440460199
2020-05-16 8:15:00,4136001,iq8k7ZNt4Mwm3w0,29.1131897,42.30031597,0.4899591567
2020-05-16 8:30:00,4136001,iq8k7ZNt4Mwm3w0,29.58924069,45.43612772,0.5499689683
2020-05-16 8:45:00,4136001,iq8k7ZNt4Mwm3w0,30.2332306,47.4030934,0.5789609317
2020-05-16 9:00:00,4136001,iq8k7ZNt4Mwm3w0,30.44131886,48.825895,0.6565032462
2020-05-16 9:15:00,4136001,iq8k7ZNt4Mwm3w0,31.13129987,51.06770407,0.705570373
2020-05-16 9:30:00,4136001,iq8k7ZNt4Mwm3w0,31.73716327,54.30058103,0.7526609197
2020-05-16 9:45:00,4136001,iq8k7ZNt4Mwm3w0,32.11526059,56.26471386,0.7908359969
2020-05-16 10:00:00,4136001,iq8k7ZNt4Mwm3w0,32.42292273,56.885681,0.821054863
2020-05-16 10:15:00,4136001,iq8k7ZNt4Mwm3w0,32.97431448,58.69473279,0.8508263617
2020-05-16 10:30:00,4136001,iq8k7ZNt4Mwm3w0,33.75172127,59.49848047,0.8944378663
2020-05-16 10:45:00,4136001,iq8k7ZNt4Mwm3w0,33.87341938,59.90787155,0.8842393555
2020-05-16 11:00:00,4136001,iq8k7ZNt4Mwm3w0,34.1510935,61.63474147,0.9198567633
2020-05-16 11:15:00,4136001,iq8k7ZNt4Mwm3w0,34.83831173,62.84588887,0.930322056
2020-05-16 11:30:00,4136001,iq8k7ZNt4Mwm3w0,34.83090617,63.09209893,0.9810386655
2020-05-16 11:45:00,4136001,iq8k7ZNt4Mwm3w0,35.47820933,63.82718397,0.9896192403
